File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF104IDO	fastq	fastq		reads		ENCSR041IXV	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/58517/'], '@type': ['Target', 'Item'], 'name': 'RBM25-human', 'label': 'RBM25', '@id': '/targets/RBM25-human/', 'title': 'RBM25 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '623dfae2-e302-418d-b530-ac163f8ca7c6', 'status': 'released'}				RBM25-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF611HAX/			2286735988	Brenton Graveley, UConn	4037df35694b36f80dfdb996cacc5c2c	SRA:SRR22520927	https://www.encodeproject.org/files/ENCFF104IDO/@@download/ENCFF104IDO.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF670ZVO/, /files/ENCFF536IUO/	released	s3://encode-public/2022/02/02/130cc9da-502f-49ad-9b19-5a825b5bfa8a/ENCFF104IDO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/130cc9da-502f-49ad-9b19-5a825b5bfa8a/ENCFF104IDO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF611HAX	fastq	fastq		reads		ENCSR041IXV	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/58517/'], '@type': ['Target', 'Item'], 'name': 'RBM25-human', 'label': 'RBM25', '@id': '/targets/RBM25-human/', 'title': 'RBM25 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '623dfae2-e302-418d-b530-ac163f8ca7c6', 'status': 'released'}				RBM25-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF104IDO/			2407028869	Brenton Graveley, UConn	2d49ee9091f2e6354d2f261902868a5a	SRA:SRR22520927	https://www.encodeproject.org/files/ENCFF611HAX/@@download/ENCFF611HAX.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF881UIX/, /files/ENCFF664FXS/	released	s3://encode-public/2022/02/02/049f2851-8398-4932-b639-1f5f0ec4f75a/ENCFF611HAX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/049f2851-8398-4932-b639-1f5f0ec4f75a/ENCFF611HAX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF066PYO	fastq	fastq		reads		ENCSR041IXV	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/58517/'], '@type': ['Target', 'Item'], 'name': 'RBM25-human', 'label': 'RBM25', '@id': '/targets/RBM25-human/', 'title': 'RBM25 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '623dfae2-e302-418d-b530-ac163f8ca7c6', 'status': 'released'}				RBM25-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF548GSX/			1454344709	Brenton Graveley, UConn	bf262a6a0a4c9fdf0d7a6d1519f59b96	SRA:SRR22520928	https://www.encodeproject.org/files/ENCFF066PYO/@@download/ENCFF066PYO.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF670ZVO/, /files/ENCFF536IUO/	released	s3://encode-public/2022/02/02/357c954f-9d6c-4ee8-83ad-e8eb92c181b9/ENCFF066PYO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/357c954f-9d6c-4ee8-83ad-e8eb92c181b9/ENCFF066PYO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF548GSX	fastq	fastq		reads		ENCSR041IXV	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/58517/'], '@type': ['Target', 'Item'], 'name': 'RBM25-human', 'label': 'RBM25', '@id': '/targets/RBM25-human/', 'title': 'RBM25 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '623dfae2-e302-418d-b530-ac163f8ca7c6', 'status': 'released'}				RBM25-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF066PYO/			1521545686	Brenton Graveley, UConn	fb05d37e8fc4e017302a08ff3279b926	SRA:SRR22520928	https://www.encodeproject.org/files/ENCFF548GSX/@@download/ENCFF548GSX.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF881UIX/, /files/ENCFF664FXS/	released	s3://encode-public/2022/02/02/69e2de9f-5ff9-445e-8e43-d762f76f759c/ENCFF548GSX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/69e2de9f-5ff9-445e-8e43-d762f76f759c/ENCFF548GSX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF552ORH	fastq	fastq		reads		ENCSR323SDL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF681SAB/			3424881359	Brenton Graveley, UConn	cd67a745a79865a981022500c98040f5	SRA:SRR22521575	https://www.encodeproject.org/files/ENCFF552ORH/@@download/ENCFF552ORH.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF522GAP/, /files/ENCFF004JQI/	released	s3://encode-public/2021/11/09/6b978950-7609-4620-b728-024f3d002e30/ENCFF552ORH.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/6b978950-7609-4620-b728-024f3d002e30/ENCFF552ORH.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF681SAB	fastq	fastq		reads		ENCSR323SDL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF552ORH/			3554054313	Brenton Graveley, UConn	35a874d5e237aae9c2fdfef42277cf0c	SRA:SRR22521575	https://www.encodeproject.org/files/ENCFF681SAB/@@download/ENCFF681SAB.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF241JYN/, /files/ENCFF923YTY/	released	s3://encode-public/2021/11/09/9213375a-998d-4e30-bb32-6c04593ed587/ENCFF681SAB.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/9213375a-998d-4e30-bb32-6c04593ed587/ENCFF681SAB.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF403LTK	fastq	fastq		reads		ENCSR323SDL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF987XAJ/			1759337815	Brenton Graveley, UConn	026854f6d3a66fd235e6fc6d8e0d9843	SRA:SRR22521576	https://www.encodeproject.org/files/ENCFF403LTK/@@download/ENCFF403LTK.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF522GAP/, /files/ENCFF004JQI/	released	s3://encode-public/2021/11/09/9420b0a9-3cb1-46be-99d9-e733d6b8d8f0/ENCFF403LTK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/9420b0a9-3cb1-46be-99d9-e733d6b8d8f0/ENCFF403LTK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF987XAJ	fastq	fastq		reads		ENCSR323SDL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF403LTK/			1831897904	Brenton Graveley, UConn	5cfdb9ca72cfff91a28b2949366376f4	SRA:SRR22521576	https://www.encodeproject.org/files/ENCFF987XAJ/@@download/ENCFF987XAJ.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF241JYN/, /files/ENCFF923YTY/	released	s3://encode-public/2021/11/09/18d4e6e7-b4d8-47c3-97a4-be129798dff3/ENCFF987XAJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/18d4e6e7-b4d8-47c3-97a4-be129798dff3/ENCFF987XAJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF268QCX	fastq	fastq		reads		ENCSR077MFQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:P49589'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/833/'], '@type': ['Target', 'Item'], 'label': 'CARS', 'title': 'CARS (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8599650e-609f-40c7-b213-e68fc51182ad', 'schema_version': '14', 'name': 'CARS-human', '@id': '/targets/CARS-human/', 'status': 'released'}				CARS-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF096POD/			1670574583	Brenton Graveley, UConn	747737ff70a472fed8bb5cc93cafb1ca	SRA:SRR22521051	https://www.encodeproject.org/files/ENCFF268QCX/@@download/ENCFF268QCX.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF295JEJ/, /files/ENCFF216IFE/	released	s3://encode-public/2021/11/09/5311a2a8-ac0d-4875-9e32-9eaefa633be9/ENCFF268QCX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/5311a2a8-ac0d-4875-9e32-9eaefa633be9/ENCFF268QCX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF096POD	fastq	fastq		reads		ENCSR077MFQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:P49589'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/833/'], '@type': ['Target', 'Item'], 'label': 'CARS', 'title': 'CARS (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8599650e-609f-40c7-b213-e68fc51182ad', 'schema_version': '14', 'name': 'CARS-human', '@id': '/targets/CARS-human/', 'status': 'released'}				CARS-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF268QCX/			1733587476	Brenton Graveley, UConn	b4e83f8cb0c23c1a2e63b5b89dc0df34	SRA:SRR22521051	https://www.encodeproject.org/files/ENCFF096POD/@@download/ENCFF096POD.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF280CRK/, /files/ENCFF742CMY/	released	s3://encode-public/2021/11/09/465c5d63-c976-4dbc-b68d-5298119575a8/ENCFF096POD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/465c5d63-c976-4dbc-b68d-5298119575a8/ENCFF096POD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF104RHT	fastq	fastq		reads		ENCSR077MFQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:P49589'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/833/'], '@type': ['Target', 'Item'], 'label': 'CARS', 'title': 'CARS (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8599650e-609f-40c7-b213-e68fc51182ad', 'schema_version': '14', 'name': 'CARS-human', '@id': '/targets/CARS-human/', 'status': 'released'}				CARS-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF156LGW/			1492489239	Brenton Graveley, UConn	bc9276f7bb8cd6803fcb92508a3eea39	SRA:SRR22521052	https://www.encodeproject.org/files/ENCFF104RHT/@@download/ENCFF104RHT.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF295JEJ/, /files/ENCFF216IFE/	released	s3://encode-public/2021/11/09/a2f52ee5-8a06-4dc6-baa2-4424e4d0a509/ENCFF104RHT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/a2f52ee5-8a06-4dc6-baa2-4424e4d0a509/ENCFF104RHT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF156LGW	fastq	fastq		reads		ENCSR077MFQ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:P49589'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/833/'], '@type': ['Target', 'Item'], 'label': 'CARS', 'title': 'CARS (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8599650e-609f-40c7-b213-e68fc51182ad', 'schema_version': '14', 'name': 'CARS-human', '@id': '/targets/CARS-human/', 'status': 'released'}				CARS-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF104RHT/			1566304926	Brenton Graveley, UConn	37526b225ea7e9f3a32fc9e3ebb47948	SRA:SRR22521052	https://www.encodeproject.org/files/ENCFF156LGW/@@download/ENCFF156LGW.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF280CRK/, /files/ENCFF742CMY/	released	s3://encode-public/2021/11/09/e437189f-cb12-4225-bdec-814059717e11/ENCFF156LGW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/e437189f-cb12-4225-bdec-814059717e11/ENCFF156LGW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF881UIX	fastq	fastq		reads		ENCSR347NKX	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF670ZVO/			1788539327	Brenton Graveley, UConn	bd79cc86ea56f3ddd5aa0dec52f0de07	SRA:SRR22521651	https://www.encodeproject.org/files/ENCFF881UIX/@@download/ENCFF881UIX.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2022/02/02/d8cedd37-31b6-4382-8262-b844712e88db/ENCFF881UIX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/d8cedd37-31b6-4382-8262-b844712e88db/ENCFF881UIX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF670ZVO	fastq	fastq		reads		ENCSR347NKX	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF881UIX/			1718591598	Brenton Graveley, UConn	ed25b26765eacfc0bab569834125ef6f	SRA:SRR22521651	https://www.encodeproject.org/files/ENCFF670ZVO/@@download/ENCFF670ZVO.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2022/02/02/605e74c7-a5c7-4b3b-994e-6ef9d222ce38/ENCFF670ZVO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/605e74c7-a5c7-4b3b-994e-6ef9d222ce38/ENCFF670ZVO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF536IUO	fastq	fastq		reads		ENCSR347NKX	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF664FXS/			1294230070	Brenton Graveley, UConn	2d9b891b034d3cc46e4954b067ceaecb	SRA:SRR22521650	https://www.encodeproject.org/files/ENCFF536IUO/@@download/ENCFF536IUO.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2022/02/02/370771c5-8e77-4962-978f-72d85d011281/ENCFF536IUO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/370771c5-8e77-4962-978f-72d85d011281/ENCFF536IUO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF664FXS	fastq	fastq		reads		ENCSR347NKX	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF536IUO/			1347079695	Brenton Graveley, UConn	a822e84e2dd5dae05c8578664becab1e	SRA:SRR22521650	https://www.encodeproject.org/files/ENCFF664FXS/@@download/ENCFF664FXS.fastq.gz		Illumina NovaSeq 6000		released	s3://encode-public/2022/02/02/ea0b843f-4e9c-46f7-ba1c-08c60c6e2bfd/ENCFF664FXS.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/ea0b843f-4e9c-46f7-ba1c-08c60c6e2bfd/ENCFF664FXS.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					
ENCFF027QCV	fastq	fastq		reads		ENCSR974KDR	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9Y2V2'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23589/'], '@type': ['Target', 'Item'], 'label': 'CARHSP1', 'title': 'CARHSP1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'c4e8f236-0d1a-4696-8b22-72fb4c7047c7', 'schema_version': '14', 'name': 'CARHSP1-human', '@id': '/targets/CARHSP1-human/', 'status': 'released'}				CARHSP1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF211RKD/			1998114560	Brenton Graveley, UConn	df8cc3dfd2608da86f6de6df0a6aee8b	SRA:SRR22522113	https://www.encodeproject.org/files/ENCFF027QCV/@@download/ENCFF027QCV.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF280CRK/, /files/ENCFF742CMY/	released	s3://encode-public/2021/11/09/215316a1-5bfc-4e65-ba88-c71221ee5106/ENCFF027QCV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/215316a1-5bfc-4e65-ba88-c71221ee5106/ENCFF027QCV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
