"accession"	"altitude"	"assembly_quality"	"assembly_software"	"base_count"	"binning_software"	"bio_material"	"broker_name"	"cell_line"	"cell_type"	"center_name"	"checklist"	"collected_by"	"collection_date"	"collection_date_submitted"	"completeness_score"	"contamination_score"	"country"	"cram_index_aspera"	"cram_index_ftp"	"cram_index_galaxy"	"cultivar"	"culture_collection"	"depth"	"description"	"dev_stage"	"ecotype"	"elevation"	"environment_biome"	"environment_feature"	"environment_material"	"environmental_package"	"environmental_sample"	"experiment_accession"	"experiment_alias"	"experiment_title"	"experimental_factor"	"fastq_aspera"	"fastq_bytes"	"fastq_ftp"	"fastq_galaxy"	"fastq_md5"	"first_created"	"first_public"	"germline"	"host"	"host_body_site"	"host_genotype"	"host_gravidity"	"host_growth_conditions"	"host_phenotype"	"host_sex"	"host_status"	"host_tax_id"	"identified_by"	"instrument_model"	"instrument_platform"	"investigation_type"	"isolate"	"isolation_source"	"last_updated"	"lat"	"library_construction_protocol"	"library_layout"	"library_name"	"library_selection"	"library_source"	"library_strategy"	"location"	"lon"	"mating_type"	"nominal_length"	"nominal_sdev"	"parent_study"	"ph"	"project_name"	"protocol_label"	"read_count"	"run_accession"	"run_alias"	"salinity"	"sample_accession"	"sample_alias"	"sample_capture_status"	"sample_collection"	"sample_description"	"sample_material"	"sample_title"	"replicate"	"DepMap_ID"	"CCLE_Name"	"cell_line_name"	"condition"	"pert_concentration"	"pert_concentration_units"	"pert_time"	"pert_time_units"	"sampling_campaign"	"sampling_platform"	"sampling_site"	"scientific_name"	"secondary_sample_accession"	"secondary_study_accession"	"sequencing_method"	"serotype"	"serovar"	"sex"	"specimen_voucher"	"sra_aspera"	"sra_bytes"	"sra_ftp"	"sra_galaxy"	"sra_md5"	"strain"	"study_accession"	"study_alias"	"study_title"	"sub_species"	"sub_strain"	"submission_accession"	"submission_tool"	"submitted_aspera"	"submitted_bytes"	"submitted_format"	"submitted_ftp"	"submitted_galaxy"	"submitted_host_sex"	"submitted_md5"	"submitted_sex"	"target_gene"	"tax_id"	"taxonomic_classification"	"taxonomic_identity_marker"	"temperature"	"tissue_lib"	"tissue_type"	"variety"
"SAMN06627474"				6027000600				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545885: DMSO PHF5A Y36C 1; Homo sapiens; RNA-Seq"								"false"	"SRX2661623"	"GSM2545885"	"Illumina HiSeq 2000 sequencing; GSM2545885: DMSO PHF5A Y36C 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/004/SRR5366354/SRR5366354_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/004/SRR5366354/SRR5366354_2.fastq.gz"	"1721675154;1878655765"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366354/SRR5366354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366354/SRR5366354_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366354/SRR5366354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366354/SRR5366354_2.fastq.gz"	"fb5f9e63de32dbc4ea1a5f28402a9123;88b458fb9f9cc950dd9407b5b634c242"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30135003	"SRR5366354"	"GSM2545885_r1"		"SAMN06627474"	"GSM2545885"			"DMSO PHF5A Y36C 1"		"DMSO PHF5A Y36C 1"	1	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"DMSO_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063701"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/004/SRR5366354"	2497234091	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/004/SRR5366354"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/004/SRR5366354"	"e21f81cac0a0399956779c03335647f5"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627488"				6042679200				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545886: DMSO PHF5A Y36C 2; Homo sapiens; RNA-Seq"								"false"	"SRX2661624"	"GSM2545886"	"Illumina HiSeq 2000 sequencing; GSM2545886: DMSO PHF5A Y36C 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/005/SRR5366355/SRR5366355_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/005/SRR5366355/SRR5366355_2.fastq.gz"	"1758666447;1843142224"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/005/SRR5366355/SRR5366355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/005/SRR5366355/SRR5366355_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/005/SRR5366355/SRR5366355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/005/SRR5366355/SRR5366355_2.fastq.gz"	"63ab983cc013b47e25faa15f307819dd;70cacdb903f2fa39d383d215e3121b5f"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30213396	"SRR5366355"	"GSM2545886_r1"		"SAMN06627488"	"GSM2545886"			"DMSO PHF5A Y36C 2"		"DMSO PHF5A Y36C 2"	2	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"DMSO_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063702"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/005/SRR5366355"	2497946473	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/005/SRR5366355"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/005/SRR5366355"	"71d1f2e521914866586cd223a9e8ab76"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627487"				6054554200				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545887: DMSO PHF5A Y36C 3; Homo sapiens; RNA-Seq"								"false"	"SRX2661625"	"GSM2545887"	"Illumina HiSeq 2000 sequencing; GSM2545887: DMSO PHF5A Y36C 3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/006/SRR5366356/SRR5366356_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/006/SRR5366356/SRR5366356_2.fastq.gz"	"1717946834;1857120406"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/006/SRR5366356/SRR5366356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/006/SRR5366356/SRR5366356_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/006/SRR5366356/SRR5366356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/006/SRR5366356/SRR5366356_2.fastq.gz"	"397b037e79dbcba9ef194685425a995b;701023d3cf8aa33752ebe1c1f1f58bf9"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30272771	"SRR5366356"	"GSM2545887_r1"		"SAMN06627487"	"GSM2545887"			"DMSO PHF5A Y36C 3"		"DMSO PHF5A Y36C 3"	3	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"DMSO_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063703"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/006/SRR5366356"	2475154641	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/006/SRR5366356"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/006/SRR5366356"	"3da1931b17fbda987c87b9622dff6036"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627470"				6052788600				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545888: DMSO PHF5A Y36C 4; Homo sapiens; RNA-Seq"								"false"	"SRX2661626"	"GSM2545888"	"Illumina HiSeq 2000 sequencing; GSM2545888: DMSO PHF5A Y36C 4; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/007/SRR5366357/SRR5366357_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/007/SRR5366357/SRR5366357_2.fastq.gz"	"1677376058;1837490802"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/007/SRR5366357/SRR5366357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/007/SRR5366357/SRR5366357_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/007/SRR5366357/SRR5366357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/007/SRR5366357/SRR5366357_2.fastq.gz"	"53287b62c02df4a404577aac1d842207;232089a3d34a76cbd9e503db612c5521"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30263943	"SRR5366357"	"GSM2545888_r1"		"SAMN06627470"	"GSM2545888"			"DMSO PHF5A Y36C 4"		"DMSO PHF5A Y36C 4"	4	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"DMSO_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063704"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/007/SRR5366357"	2425605535	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/007/SRR5366357"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/007/SRR5366357"	"4f36c3061b4e08ee133217f71ff94ba1"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627471"				6048964000				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545889: DMSO PHF5A Y36C 5; Homo sapiens; RNA-Seq"								"false"	"SRX2661627"	"GSM2545889"	"Illumina HiSeq 2000 sequencing; GSM2545889: DMSO PHF5A Y36C 5; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/008/SRR5366358/SRR5366358_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/008/SRR5366358/SRR5366358_2.fastq.gz"	"1743436117;1822910938"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/008/SRR5366358/SRR5366358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/008/SRR5366358/SRR5366358_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/008/SRR5366358/SRR5366358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/008/SRR5366358/SRR5366358_2.fastq.gz"	"d6274bb05481abbd605ad85301425bfc;63981760af1bd0ecd7e3c38550d3e524"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30244820	"SRR5366358"	"GSM2545889_r1"		"SAMN06627471"	"GSM2545889"			"DMSO PHF5A Y36C 5"		"DMSO PHF5A Y36C 5"	5	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"DMSO_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063705"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/008/SRR5366358"	2469675622	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/008/SRR5366358"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/008/SRR5366358"	"7a8fa5e116e01d405b96babbdcfdb8ba"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627472"				6037587200				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545890: DMSO PHF5A Y36C 6; Homo sapiens; RNA-Seq"								"false"	"SRX2661628"	"GSM2545890"	"Illumina HiSeq 2000 sequencing; GSM2545890: DMSO PHF5A Y36C 6; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/009/SRR5366359/SRR5366359_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/009/SRR5366359/SRR5366359_2.fastq.gz"	"1760973840;1828784683"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5366359/SRR5366359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5366359/SRR5366359_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5366359/SRR5366359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5366359/SRR5366359_2.fastq.gz"	"287c720e1f5c5af8b0a81d25238d8468;ef965173979e688f3c6675f6173baec6"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30187936	"SRR5366359"	"GSM2545890_r1"		"SAMN06627472"	"GSM2545890"			"DMSO PHF5A Y36C 6"		"DMSO PHF5A Y36C 6"	6	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"DMSO_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063706"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/009/SRR5366359"	2487593477	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/009/SRR5366359"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/009/SRR5366359"	"788dc4c979d432a25f4479b32a6cd9c1"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627473"				6051856200				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545891: E7107 PHF5A Y36C 1; Homo sapiens; RNA-Seq"								"false"	"SRX2661629"	"GSM2545891"	"Illumina HiSeq 2000 sequencing; GSM2545891: E7107 PHF5A Y36C 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/000/SRR5366360/SRR5366360_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/000/SRR5366360/SRR5366360_2.fastq.gz"	"1676313931;1839421025"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/000/SRR5366360/SRR5366360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/000/SRR5366360/SRR5366360_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/000/SRR5366360/SRR5366360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/000/SRR5366360/SRR5366360_2.fastq.gz"	"3e26786675c42cbf7def2c82fe0f908f;a7874cc94d3ab81aaea1bdddc030ccb6"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30259281	"SRR5366360"	"GSM2545891_r1"		"SAMN06627473"	"GSM2545891"			"E7107 PHF5A Y36C 1"		"E7107 PHF5A Y36C 1"	1	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"E7107_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063707"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/000/SRR5366360"	2427094589	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/000/SRR5366360"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/000/SRR5366360"	"f86508b4866768ee390623111ea18ad5"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627493"				6042767600				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545892: E7107 PHF5A Y36C 2; Homo sapiens; RNA-Seq"								"false"	"SRX2661630"	"GSM2545892"	"Illumina HiSeq 2000 sequencing; GSM2545892: E7107 PHF5A Y36C 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/001/SRR5366361/SRR5366361_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/001/SRR5366361/SRR5366361_2.fastq.gz"	"1691472007;1900007294"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/001/SRR5366361/SRR5366361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/001/SRR5366361/SRR5366361_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/001/SRR5366361/SRR5366361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/001/SRR5366361/SRR5366361_2.fastq.gz"	"bc3485a42b1a14a6b4e1db1955c13117;c3c2dfedd2ddf5a50aff69784a038629"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30213838	"SRR5366361"	"GSM2545892_r1"		"SAMN06627493"	"GSM2545892"			"E7107 PHF5A Y36C 2"		"E7107 PHF5A Y36C 2"	2	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"E7107_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063708"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/001/SRR5366361"	2485878114	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/001/SRR5366361"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/001/SRR5366361"	"ace157d8549442fe420710ab21facf79"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627492"				6052342600				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545893: E7107 PHF5A Y36C 3; Homo sapiens; RNA-Seq"								"false"	"SRX2661631"	"GSM2545893"	"Illumina HiSeq 2000 sequencing; GSM2545893: E7107 PHF5A Y36C 3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/002/SRR5366362/SRR5366362_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/002/SRR5366362/SRR5366362_2.fastq.gz"	"1677933336;1834027693"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/002/SRR5366362/SRR5366362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/002/SRR5366362/SRR5366362_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/002/SRR5366362/SRR5366362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/002/SRR5366362/SRR5366362_2.fastq.gz"	"4e48e7c2a5af68c149f9250e05f869a6;7392fb011f0307b8b474fbabc4dc746f"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30261713	"SRR5366362"	"GSM2545893_r1"		"SAMN06627492"	"GSM2545893"			"E7107 PHF5A Y36C 3"		"E7107 PHF5A Y36C 3"	3	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"E7107_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063709"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/002/SRR5366362"	2423445106	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/002/SRR5366362"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/002/SRR5366362"	"e246c1d0167c06261ac35bf6bdf4e6fc"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627491"				6009889200				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545894: E7107 PHF5A Y36C 4; Homo sapiens; RNA-Seq"								"false"	"SRX2661632"	"GSM2545894"	"Illumina HiSeq 2000 sequencing; GSM2545894: E7107 PHF5A Y36C 4; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/003/SRR5366363/SRR5366363_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/003/SRR5366363/SRR5366363_2.fastq.gz"	"1705186710;1868585118"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/003/SRR5366363/SRR5366363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/003/SRR5366363/SRR5366363_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/003/SRR5366363/SRR5366363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/003/SRR5366363/SRR5366363_2.fastq.gz"	"ec2da0a75b92f690849a5eb7e223a808;ef6b4ecb72aeb302223f05439df2f182"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30049446	"SRR5366363"	"GSM2545894_r1"		"SAMN06627491"	"GSM2545894"			"E7107 PHF5A Y36C 4"		"E7107 PHF5A Y36C 4"	4	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"E7107_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063710"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/003/SRR5366363"	2472453088	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/003/SRR5366363"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/003/SRR5366363"	"6698bb50cea077e9675c589c07763405"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
"SAMN06627490"				6037353600				"HCT-116"																"Illumina HiSeq 2000 sequencing; GSM2545895: E7107 PHF5A Y36C 5; Homo sapiens; RNA-Seq"								"false"	"SRX2661633"	"GSM2545895"	"Illumina HiSeq 2000 sequencing; GSM2545895: E7107 PHF5A Y36C 5; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/004/SRR5366364/SRR5366364_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR536/004/SRR5366364/SRR5366364_2.fastq.gz"	"1663788857;1822281263"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366364/SRR5366364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366364/SRR5366364_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366364/SRR5366364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/004/SRR5366364/SRR5366364_2.fastq.gz"	"8519948bdbe4b2c1b47665fb90765b51;88624644900ac325a8f08349b646faa1"	2017-05-27	2017-05-27	"false"											"Illumina HiSeq 2000"	"ILLUMINA"				2017-05-27		"Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols"	"PAIRED"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30186768	"SRR5366364"	"GSM2545895_r1"		"SAMN06627490"	"GSM2545895"			"E7107 PHF5A Y36C 5"		"E7107 PHF5A Y36C 5"	5	"ACH-000971"	"HCT116_LARGE_INTESTINE"	"HCT116_LARGE_INTESTINE"	"E7107_AND_PHF5A_Y36C_MUTATION"								"Homo sapiens"	"SRS2063711"	"SRP102295"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR536/004/SRR5366364"	2405026250	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/004/SRR5366364"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR536/004/SRR5366364"	"e2705d5d5be2d58d32edbe5ee03ba373"		"PRJNA380104"	"GSE96917"	"Splicing Modulators Act at the Branch Point Adenosine Binding Pocket Defined by the PHF5A-SF3b Complex"			"SRA548418"											9606						
